query_id,query_path,query_product_id,relevant_catalog_ids,category,article_type,product_name,split,review_status,review_notes
test_q020,data/images/46878.jpg,46878,"46862,46863,46868,46872",Accessories,Socks,Lino Perros Men Pack of 2 Socks,test,approved,
val_q010,data/images/15747.jpg,15747,13898,Footwear,Sports Shoes,Nike Men Ballista SL White Sports Shoes,validation,approved,
test_q021,data/images/27693.jpg,27693,"43334,57247,57266",Accessories,Handbags,Murcia Women Maroon Handbag,test,approved,
val_q011,data/images/52407.jpg,52407,"52405,52410,52413",Apparel,Nightdress,Red Rose Women Black Nightdress,validation,approved,
test_q022,data/images/32162.jpg,32162,32156,Accessories,Socks,Playboy Women Playmate Black Ankle Socks,test,approved,
val_q012,data/images/42677.jpg,42677,"42644,42659,42666,42668,42671,53411,53421,53426",Apparel,Kurtas,Alma Women Green Kurta,validation,approved,
val_q013,data/images/40589.jpg,40589,"28765,31319",Apparel,Kurtas,Aurelia Women Printed White Kurta,validation,approved,
test_q023,data/images/51255.jpg,51255,"51252,51259",Accessories,Belts,Park Avenue Men Black Belt,test,approved,
test_q024,data/images/52884.jpg,52884,52917,Apparel,Sarees,FNF Orange Printed Sari,test,approved,
test_q025,data/images/57991.jpg,57991,"38836,57989,57997,57998,58003",Apparel,Dresses,Latin Quarters Women Blue Dress,test,approved,
test_q026,data/images/25914.jpg,25914,40495,Apparel,Leggings,Femella Women Olive Leggings,test,approved,
test_q027,data/images/39745.jpg,39745,36211,Apparel,Shorts,Gini Jony Boys Blue Shorts,test,approved,
val_q014,data/images/48158.jpg,48158,"48148,48151",Accessories,Wallets,Fossil Women Red Wallet,validation,approved,
test_q028,data/images/12130.jpg,12130,12121,Apparel,Kurtas,Aurelia Women Printed Green Kurtas,test,approved,
test_q029,data/images/48511.jpg,48511,"48088,48488,48502,48507,48513",Apparel,Tops,French Connection Women Black Top,test,approved,
val_q015,data/images/33884.jpg,33884,"33882,33883,33891,33914,33915",Accessories,Watches,Citizen Men Black Dial Eco-Drive Watch,validation,approved,
test_q030,data/images/16538.jpg,16538,"12172,12180,12183,12187,12936,12948,12950,14660,14665,14667,14668,16544,16548",Apparel,Shirts,Basics Men White Slim Fit Checked Shirt,test,approved,
test_q031,data/images/14808.jpg,14808,"14794,14797,14802,14811",Accessories,Handbags,United Colors of Benetton Women Solid Maroon Handbags,test,approved,
test_q032,data/images/29607.jpg,29607,"29632,29652,29665,31635,31648,32759",Apparel,Shirts,Indigo Nation Men Striped Purple Shirt,test,approved,
val_q016,data/images/21075.jpg,21075,"10303,34119,50776",Footwear,Sandals,Clarks Men Brown Leather Sandals,validation,approved,
test_q033,data/images/54580.jpg,54580,"54570,54590",Apparel,Kurtas,Sushilas Women Printed Red Kurta,test,approved,
test_q034,data/images/14096.jpg,14096,14105,Apparel,Tshirts,Flying Machine Men Stripes Blue Tshirts,test,approved,
test_q035,data/images/10457.jpg,10457,10436,Apparel,Tshirts,Flying Machine Men Pink Polo Tshirts,test,approved,
val_q017,data/images/26134.jpg,26134,"10262,26136,26138,26154,26157,26162,26169",Apparel,Trousers,John Miller Men Black Trousers,validation,approved,
test_q036,data/images/27999.jpg,27999,28002,Apparel,Briefs,Jockey ZONE Men Grey Tanga Brief US18,test,approved,
val_q018,data/images/36234.jpg,36234,42416,Apparel,Kurtas,W Women Pink Kurta,validation,approved,
val_q019,data/images/59763.jpg,59763,"34458,50160,50165,50177,57302",Footwear,Heels,Rocia Women Black Wedges,validation,approved,
test_q037,data/images/47207.jpg,47207,"11903,47190",Footwear,Formal Shoes,Franco Leone Men Brown Shoes,test,approved,
test_q038,data/images/42239.jpg,42239,"33183,42249",Apparel,Tunics,Sepia Women Blue Tunic,test,approved,
test_q039,data/images/12996.jpg,12996,12995,Footwear,Casual Shoes,Timberland Kids Boys Brown Casual Shoes,test,approved,
val_q020,data/images/59065.jpg,59065,59068,Apparel,Bra,Peri Peri Women Blue Bra,validation,approved,
test_q040,data/images/54382.jpg,54382,"47334,47394,54406,58268",Accessories,Handbags,Baggit Women Olive Handbag,test,approved,
test_q041,data/images/39717.jpg,39717,"27259,44642",Apparel,Tops,Arrow Woman Red Top,test,approved,
val_q021,data/images/29115.jpg,29115,19499,Accessories,Socks,Puma Men Foundation Quarters White Socks,validation,approved,
val_q022,data/images/16341.jpg,16341,"16343,16362,16363,16367",Apparel,Shirts,Peter England Men Check Blue Shirt,validation,approved,
test_q042,data/images/23837.jpg,23837,23848,Footwear,Sports Shoes,ADIDAS Men White Razor Sports Shoes,test,approved,
test_q043,data/images/33602.jpg,33602,"33609,33622",Accessories,Wallets,Lino Perros Women Black Wallet,test,approved,
test_q044,data/images/31723.jpg,31723,35335,Accessories,Pendant,Fabindia Women Ananya Gold Pendant,test,approved,
test_q045,data/images/33074.jpg,33074,33073,Apparel,Tshirts,U.S.Polo Assn. Men Green Polo T-shirt,test,approved,
val_q023,data/images/38581.jpg,38581,"22596,22616",Apparel,Tshirts,Nike Men Red T-shirt,validation,approved,
val_q024,data/images/32206.jpg,32206,"30838,46018",Apparel,Kurtas,Fabindia Women Green Kurta,validation,approved,
val_q025,data/images/51815.jpg,51815,"39533,51867",Apparel,Bra,Bwitch Black Bra,validation,approved,
test_q046,data/images/42663.jpg,42663,"42646,53424",Apparel,Kurtas,Alma Women Cream Printed Kurta,test,approved,
val_q026,data/images/22832.jpg,22832,"22841,22862,38774,38779,38785,43478,50377",Footwear,Casual Shoes,Woodland Men Brown Shoes,validation,approved,
test_q047,data/images/17644.jpg,17644,17649,Footwear,Flip Flops,Converse Unisex Casual Green Slipper,test,approved,
test_q048,data/images/50946.jpg,50946,"50952,50955",Apparel,Jeans,Lee Womens Blue Roxy Fit Jeans,test,approved,
test_q049,data/images/30610.jpg,30610,"22604,28514,30609,30634,32649,44625",Apparel,Shorts,Nike Men Black Shorts,test,approved,
val_q027,data/images/58261.jpg,58261,47302,Accessories,Clutches,Baggit Women Brown Purse,validation,approved,
test_q050,data/images/25118.jpg,25118,25120,Accessories,Clutches,Lino Perros Women Beaded Black Clutch,test,approved,
val_q028,data/images/39786.jpg,39786,"39790,39798",Apparel,Shirts,Peter England Men Blue Formal Shirt,validation,approved,
val_q029,data/images/43686.jpg,43686,"34099,35452,35453,41745,41754,43685,43692,43693,43697",Apparel,Tshirts,Doodle Boys Printed White T-shirt,validation,approved,
val_q030,data/images/52356.jpg,52356,52429,Apparel,Nightdress,Red Rose Women White Nightdress,validation,approved,
test_q051,data/images/35208.jpg,35208,"7092,7097,32860,35187,35201,35211,38136",Accessories,Backpacks,Wildcraft Unisex Blue & Grey Backpack,test,approved,
val_q031,data/images/59470.jpg,59470,59469,Accessories,Ring,Lucera Gold Plated Ring,validation,approved,
val_q032,data/images/18406.jpg,18406,18402,Footwear,Casual Shoes,Skechers Men USA Black Shoe,validation,approved,
test_q052,data/images/7869.jpg,7869,"7858,7860,7863,7871,7876,7877,7881",Footwear,Formal Shoes,Provogue Men's Formal Black Shoe,test,approved,
test_q053,data/images/29608.jpg,29608,"29649,29653,31611,31649",Apparel,Shirts,Indigo Nation Men Striped Blue Shirt,test,approved,
val_q033,data/images/47384.jpg,47384,58254,Accessories,Clutches,Baggit Women Teal Purse,validation,approved,
val_q034,data/images/35001.jpg,35001,"35006,35009,35012",Accessories,Stoles,Fabindia Women Printed Beige & Black Stole,validation,approved,
val_q035,data/images/40655.jpg,40655,"40602,40604,40611,40612,40617,40636,40637,40641,40645,40646,40653,40657,40663",Apparel,Kurtas,Span Women Green Kurta,validation,approved,
val_q036,data/images/28773.jpg,28773,"24173,28770,28771,28779",Apparel,Kurtis,Aurelia Women Printed Green Kurti,validation,approved,
test_q054,data/images/35465.jpg,35465,31332,Footwear,Casual Shoes,Franco Leone Men Blue Shoes,test,approved,
test_q055,data/images/5721.jpg,5721,3794,Apparel,Tshirts,Basics Men Blue & White Striped Polo T-shirt,test,approved,
test_q056,data/images/22594.jpg,22594,22614,Apparel,Tshirts,Nike Men Navy Blue T-shirt,test,approved,
val_q037,data/images/34749.jpg,34749,38535,Footwear,Casual Shoes,Puma Men White Benecio Shoes,validation,approved,
val_q038,data/images/26880.jpg,26880,"26866,26882,26896,26937",Apparel,Tshirts,Jealous 21 Women Printed White T-shirt,validation,approved,
test_q057,data/images/53002.jpg,53002,"52892,52897,52903,52973",Apparel,Sarees,FNF Purple Printed Sari,test,approved,
test_q058,data/images/29467.jpg,29467,"29413,29416,29466",Accessories,Watches,Giordano Men Silver Dial Watch,test,approved,
test_q059,data/images/40258.jpg,40258,43036,Apparel,Shirts,Scullers Men White & Navy Blue Shirt,test,approved,
test_q060,data/images/36446.jpg,36446,36445,Footwear,Sports Shoes,Spinn Men Orbit Black Sports Shoes,test,approved,
test_q061,data/images/22404.jpg,22404,27153,Apparel,Shirts,Mark Taylor Men Striped Green Shirt,test,approved,
test_q062,data/images/15569.jpg,15569,14371,Footwear,Heels,Catwalk Women Casual Red Flats,test,approved,
val_q039,data/images/36719.jpg,36719,"31103,31153,34174,34175,39838,39839,39855,39856",Apparel,Tshirts,Gini and Jony Boys Printed Black T-Shirt,validation,approved,
test_q063,data/images/17512.jpg,17512,17500,Apparel,Tshirts,Classic Polo Men Stripes Blue Polo T-Shirt,test,approved,
test_q064,data/images/44408.jpg,44408,51741,Footwear,Sports Shoes,Force 10 Men Grey Sports Shoes,test,approved,
val_q040,data/images/35681.jpg,35681,"35659,35678,35680,35682,35691",Footwear,Casual Shoes,U.S. Polo Assn. Men Brown Shoes,validation,approved,
val_q041,data/images/28445.jpg,28445,"28446,53661,53667,53678,53679,53887,53895",Accessories,Handbags,Kiara Women Pink Handbag,validation,approved,
test_q065,data/images/16888.jpg,16888,"16883,16887,16889,16891",Accessories,Sunglasses,Police Men Casual Black Sunglasses,test,approved,
val_q042,data/images/57213.jpg,57213,"51615,51618,57208,57210,57212",Apparel,Jeggings,Kraus Jeans Women Blue Jeggings,validation,approved,
val_q043,data/images/50212.jpg,50212,"50200,50205,50209,50230",Accessories,Sunglasses,Stoln Women Brown Sunglasses,validation,approved,
test_q066,data/images/45949.jpg,45949,40373,Apparel,Tops,Tokyo Talkies Women White Top,test,approved,
val_q044,data/images/17364.jpg,17364,"17360,17371,17376",Accessories,Accessory Gift Set,Arrow Men Formal Red Tie+Cufflink+Pocket square - Combo Pack,validation,approved,
test_q067,data/images/29837.jpg,29837,41611,Apparel,Shirts,Basics Men Yellow Checked Shirt,test,approved,
val_q045,data/images/18546.jpg,18546,"19036,46599",Footwear,Heels,Catwalk Women Tan Heels,validation,approved,
val_q046,data/images/29202.jpg,29202,"29201,29207,58634",Accessories,Socks,Fila Men White Socks,validation,approved,
test_q068,data/images/12238.jpg,12238,"12271,12297",Apparel,Shirts,Genesis Men Stripes Blue Shirts,test,approved,
test_q069,data/images/11084.jpg,11084,"11053,11054,11056,11083,11090,13856,13857,13858,13859,13862,13863",Apparel,Shirts,Scullers Men Check Blue Shirts,test,approved,
test_q070,data/images/35409.jpg,35409,"35399,35407,35411,35414,35416,35418,58555",Footwear,Formal Shoes,Enroute Men Black Formal Shoes,test,approved,
test_q071,data/images/15000.jpg,15000,14317,Apparel,Tshirts,ADIDAS Men Solid White Tshirts,test,approved,
test_q072,data/images/53043.jpg,53043,"52937,52962,52965",Apparel,Sarees,FNF Printed Purple Sari,test,approved,
val_q047,data/images/45784.jpg,45784,"44454,44456,44458,45795",Footwear,Heels,Senorita Women Black Sandals,validation,approved,
test_q073,data/images/39035.jpg,39035,"39032,39033,39037,39041,39043",Accessories,Cufflinks,Belmonte Men Steel Bright Assorted Cufflinks,test,approved,
test_q074,data/images/16824.jpg,16824,"9821,9836,16821,16825",Apparel,Tshirts,Little Miss Women Printed Purple T-shirt,test,approved,
test_q075,data/images/53878.jpg,53878,"53875,53880",Footwear,Flip Flops,U.S. Polo Assn. Men Navy Blue Flip Flops,test,approved,
val_q048,data/images/28710.jpg,28710,28723,Apparel,Kurtas,W Women Printed Multi Coloured Kurta,validation,approved,
test_q076,data/images/59919.jpg,59919,59920,Apparel,Kurtas,Diva Women Multi Colour Kurta,test,approved,
val_q049,data/images/24129.jpg,24129,24304,Apparel,Sweatshirts,ADIDAS Men Printed Black Sweatshirt,validation,approved,
test_q077,data/images/16807.jpg,16807,"16456,16460,16466,16468,16470,16472,16482,16532,16812,16814,16817,21389",Apparel,Shirts,Locomotive Men Check Blue Shirt,test,approved,
test_q078,data/images/17787.jpg,17787,"12398,12404,17786,17792",Accessories,Socks,Reid & Taylor Men Solid Grey Socks,test,approved,
val_q050,data/images/51173.jpg,51173,"51152,51157,51177,51183,51341,51347",Accessories,Socks,Raymond Men Navy Socks,validation,approved,
test_q079,data/images/59917.jpg,59917,"39466,39478",Apparel,Kurtas,Diva Women Pink Kurta,test,approved,
val_q051,data/images/21500.jpg,21500,21499,Accessories,Handbags,Kiara Women Square Design Black Handbag,validation,approved,
test_q080,data/images/12485.jpg,12485,12489,Footwear,Sandals,Clarks Men Leather Brown Sandals,test,approved,
test_q081,data/images/32846.jpg,32846,32839,Footwear,Heels,Grendha Women Jola Cigana Brown Flats,test,approved,
val_q052,data/images/49530.jpg,49530,53075,Accessories,Clutches,Rocia Women Red Purse,validation,approved,
test_q082,data/images/22068.jpg,22068,"22054,32270",Apparel,Kurtas,Vishudh Women Printed Grey Kurta,test,approved,
test_q083,data/images/25465.jpg,25465,15743,Footwear,Sports Shoes,Nike Men Downshifter 4 MSL White Sports Shoes,test,approved,
val_q053,data/images/39739.jpg,39739,"39737,45577,45579,45580",Footwear,Sandals,Arrow Men Black Sandals,validation,approved,
test_q084,data/images/19059.jpg,19059,19055,Apparel,Kurtas,Aurelia Women Solid Black Kurta,test,approved,
test_q085,data/images/26476.jpg,26476,"26489,26726",Apparel,Tshirts,Puma Men Graphic Black T-shirt,test,approved,
val_q054,data/images/49704.jpg,49704,"49684,49686,49688,49694,49708,49709,49710,49713,49714,49716,49719,49723,49732,49744,50310,50318",Accessories,Ties,Park Avenue Men Blue Tie,validation,approved,
test_q086,data/images/12040.jpg,12040,"8869,9069,9070",Apparel,Shirts,Mark Taylor Men Solid Blue Shirts,test,approved,
test_q087,data/images/13355.jpg,13355,"13369,13384",Footwear,Casual Shoes,Timberland Men Toddler Brown Casual Shoes,test,approved,
val_q055,data/images/16898.jpg,16898,"16885,16894",Accessories,Sunglasses,Police Men Casual Blue Sunglasses,validation,approved,
val_q056,data/images/43270.jpg,43270,"39169,39173,43252",Apparel,Kurtas,Aneri Women Red Kurta,validation,approved,
test_q088,data/images/34593.jpg,34593,34587,Apparel,Tops,Tonga Women Pink Printed Top,test,approved,
val_q057,data/images/12765.jpg,12765,13351,Apparel,Jeans,Spykar Women Washed Black Jeans,validation,approved,
test_q089,data/images/7910.jpg,7910,"7873,7918",Apparel,Tshirts,Proline Men Multicoloured Striped Polo T-shirt,test,approved,
test_q090,data/images/13389.jpg,13389,"13393,13404,13405,13934",Apparel,Shirts,United Colors of Benetton Men Check Green Shirts,test,approved,
test_q091,data/images/41976.jpg,41976,"40161,41975",Apparel,Capris,Gini and Jony Girls White Pedal Pusher,test,approved,
test_q092,data/images/12519.jpg,12519,34542,Footwear,Casual Shoes,Red Tape Men Beige Shoes,test,approved,
test_q093,data/images/39656.jpg,39656,"39639,39640,39645,39658,39659,39663,39678,39685",Footwear,Casual Shoes,Lotto Men Black Shoes,test,approved,
test_q094,data/images/51165.jpg,51165,"51175,51179,51185,51338",Accessories,Socks,Raymond Men Navy Blue Socks,test,approved,
val_q058,data/images/48093.jpg,48093,48091,Apparel,Shirts,French Connection Women Blue Shirt,validation,approved,
test_q095,data/images/51843.jpg,51843,"50825,50826,50827,50828,58201",Accessories,Wallets,New Hide Men Black Wallet,test,approved,
test_q096,data/images/21610.jpg,21610,"21624,21639,21652,21659",Apparel,Bra,Enamor Women Smooth Black Bra,test,approved,
test_q097,data/images/40232.jpg,40232,"40221,40223,40227,40230",Accessories,Belts,Provogue Men Black Leather Belt,test,approved,
val_q059,data/images/56992.jpg,56992,56867,Footwear,Flats,HM Women Black Shoes,validation,approved,
test_q098,data/images/30515.jpg,30515,30517,Apparel,Bra,Lovable Women Spice Blue Bra,test,approved,
test_q099,data/images/24921.jpg,24921,"24918,24987,37161,37164,37186,37189,37190",Apparel,Tops,United Colors of Benetton Women Black Top,test,approved,
test_q100,data/images/23563.jpg,23563,23557,Personal Care,Perfume and Body Mist,Police Pure Men Perfume,test,approved,
val_q060,data/images/20774.jpg,20774,20782,Footwear,Heels,Carlton London Women Classy Gold Heels,validation,approved,
test_q101,data/images/48074.jpg,48074,48448,Apparel,Tshirts,French Connection Men Purple T-shirt,test,approved,
test_q102,data/images/26239.jpg,26239,26281,Apparel,Tshirts,Proline Men Black Printed T-shirt,test,approved,
test_q103,data/images/18536.jpg,18536,18602,Footwear,Sports Shoes,Puma Men Commander White Sports Shoes,test,approved,
val_q061,data/images/11817.jpg,11817,"11816,11829",Footwear,Casual Shoes,Playboy Men Casual White Casual Shoes,validation,approved,
val_q062,data/images/40626.jpg,40626,"40642,40654",Apparel,Kurtas,Span Women Pink Kurta,validation,approved,
test_q104,data/images/49555.jpg,49555,"49553,53061,53064,53065,53067,53070",Accessories,Handbags,Rocia Women Brown Handbag,test,approved,
test_q105,data/images/16002.jpg,16002,16003,Apparel,Sweaters,Turtle Solid Men Grey Sweaters,test,approved,
test_q106,data/images/22652.jpg,22652,22645,Accessories,Duffel Bag,Wildcraft Unisex Grey Duffle Bag,test,approved,
val_q063,data/images/48419.jpg,48419,"48436,48440",Apparel,Tshirts,French Connection Men Black Printed T-shirt,validation,approved,
test_q107,data/images/32864.jpg,32864,"38137,38138",Accessories,Backpacks,Wildcraft Unisex Pink & Grey Backpack,test,approved,
test_q108,data/images/48407.jpg,48407,43495,Apparel,Tshirts,French Connection Men Brown Printed T-shirt,test,approved,
test_q109,data/images/9719.jpg,9719,9706,Footwear,Sandals,Hush Puppies Men Walsh Black Sandals,test,approved,
test_q110,data/images/38931.jpg,38931,"33147,38930",Apparel,Jeans,Gini and Jony Girls Blue Jeans,test,approved,
test_q111,data/images/43321.jpg,43321,"19673,24953,24972,37183,43325",Apparel,Tshirts,United Colors of Benetton Women Pink T-shirt,test,approved,
test_q112,data/images/48070.jpg,48070,43492,Apparel,Tshirts,French Connection Men Off White T-shirt,test,approved,
test_q113,data/images/48248.jpg,48248,"48258,48259",Apparel,Tshirts,The Amazing Spiderman Boys Black T-shirt,test,approved,
test_q114,data/images/18220.jpg,18220,"35240,35244,35247",Accessories,Socks,Manchester United Men Red Socks,test,approved,
test_q115,data/images/32005.jpg,32005,"31993,32002,32035",Accessories,Socks,Playboy Men Grey Socks,test,approved,
val_q064,data/images/49305.jpg,49305,"49304,49306,49308",Accessories,Socks,Arrow Men Pack Of 5 Basic Plating Socks,validation,approved,
test_q116,data/images/48218.jpg,48218,"48220,48222,48224,48232,48235",Accessories,Sunglasses,United Colors of Benetton Women Black Sunglasses,test,approved,
val_q065,data/images/53806.jpg,53806,53805,Accessories,Socks,Puma Kids Unisex Pack of 3 Socks,validation,approved,
test_q117,data/images/31819.jpg,31819,"31816,31863",Accessories,Watches,Titan Men Chronograph Blue Dial Watch,test,approved,
test_q118,data/images/35645.jpg,35645,"35644,35649,35662,35664,51876",Footwear,Sandals,U.S. Polo Assn. Men Black Sandals,test,approved,
test_q119,data/images/58194.jpg,58194,"25707,34556,43570,43572",Accessories,Handbags,Puma Women Black Handbag,test,approved,
test_q120,data/images/45535.jpg,45535,45534,Apparel,Tshirts,Fila Men White T-Shirt,test,approved,
test_q121,data/images/20015.jpg,20015,19671,Apparel,Tshirts,United Colors of Benetton Women Printed Olive T-shirt,test,approved,
val_q066,data/images/14945.jpg,14945,"14952,14953",Apparel,Tshirts,Status Quo Men Stripes Navy Blue Tshirts,validation,approved,
test_q122,data/images/17183.jpg,17183,"17192,19847",Apparel,Shirts,U.S. Polo Assn. Men Stripes Maroon Shirt,test,approved,
val_q067,data/images/17588.jpg,17588,"17585,17589",Accessories,Sunglasses,Speedo Men Funky Eyewear Black Sunglasses,validation,approved,
val_q068,data/images/47206.jpg,47206,44939,Footwear,Formal Shoes,Franco Leone Men Black Shoes,validation,approved,
test_q123,data/images/19876.jpg,19876,20945,Footwear,Flip Flops,ADIDAS Men Plugged IN Blue Flip Flops,test,approved,
val_q069,data/images/32210.jpg,32210,35041,Apparel,Kurtas,Fabindia Women Black Kurta,validation,approved,
test_q124,data/images/32228.jpg,32228,32230,Apparel,Kurtas,Fabindia Women Printed Mustard Kurta,test,approved,
test_q125,data/images/30555.jpg,30555,30567,Accessories,Sunglasses,Opium Men Black Sunglass,test,approved,
test_q126,data/images/7914.jpg,7914,7859,Apparel,Tshirts,Proline Men Purple Printed T-shirt,test,approved,
test_q127,data/images/40929.jpg,40929,"38993,38996,40928,40933",Apparel,Jeans,Gini and Jony Boys Rodeo Blue Jeans,test,approved,
test_q128,data/images/50485.jpg,50485,"50451,50615,50625",Apparel,Briefs,Chromozome Men Grey Melange Briefs,test,approved,
test_q129,data/images/47600.jpg,47600,47585,Footwear,Flats,Portia Women Maroon Flats,test,approved,
test_q130,data/images/24160.jpg,24160,24156,Apparel,Kurtas,Aurelia Women Purple Striped Kurta,test,approved,
test_q131,data/images/30907.jpg,30907,"30911,30934",Apparel,Kurtis,Fabindia Women Black Kurti,test,approved,
test_q132,data/images/25871.jpg,25871,"25873,25876",Accessories,Backpacks,American Tourister Unisex Buzz Black Backpack,test,approved,
test_q133,data/images/26068.jpg,26068,29709,Apparel,Shirts,John Miller Men Striped Green Shirt,test,approved,
test_q134,data/images/55825.jpg,55825,"55786,55789,55790",Apparel,Nightdress,SDL by Sweet Dreams Women Black Nightdress,test,approved,
test_q135,data/images/51592.jpg,51592,51582,Apparel,Jeggings,Wrangler Women Black Jeggings,test,approved,
test_q136,data/images/59008.jpg,59008,"41827,41840",Footwear,Sports Shoes,Skechers Women White Sports Shoes,test,approved,
test_q137,data/images/12926.jpg,12926,"12923,12927",Footwear,Casual Shoes,iD Men Casual Black Shoes,test,approved,
val_q070,data/images/48154.jpg,48154,48162,Accessories,Wallets,Fossil Women Sea Green Wallet,validation,approved,
val_q071,data/images/54225.jpg,54225,54192,Apparel,Trousers,Highlander Men Khaki Chinos,validation,approved,
test_q138,data/images/18241.jpg,18241,"18224,18229,18233,18249",Apparel,Tshirts,Manchester United Men Printed Red Tshirt,test,approved,
test_q139,data/images/44791.jpg,44791,44790,Apparel,Boxers,Calvin Klein Mens blue Boxers,test,approved,
val_q072,data/images/21593.jpg,21593,"15338,15351",Apparel,Capris,Nike Women Solid Grey Capris,validation,approved,
val_q073,data/images/20216.jpg,20216,20219,Apparel,Sweaters,Wrangler Men Rib Red Sweater,validation,approved,
test_q140,data/images/13650.jpg,13650,13652,Footwear,Sports Shoes,ADIDAS White  Snova Sequence 4M Sports Shoe,test,approved,
val_q074,data/images/13460.jpg,13460,13407,Apparel,Shirts,United Colors of Benetton Men Solid Green Shirts,validation,approved,
test_q141,data/images/56855.jpg,56855,56819,Apparel,Shirts,John Players Men Blue Shirt,test,approved,
test_q142,data/images/45025.jpg,45025,45026,Accessories,Watches,Maxima Women Silver Dial Pearl Strap Watch,test,approved,
val_q075,data/images/23653.jpg,23653,23644,Apparel,Tshirts,Music Men Off White Printed T-shirt,validation,approved,
test_q143,data/images/10643.jpg,10643,10644,Apparel,Tshirts,Doodle Boy D Print Blue Tshirts,test,approved,
val_q076,data/images/25762.jpg,25762,25757,Apparel,Suspenders,Lino Perros Men Red Suspenders,validation,approved,
val_q077,data/images/32719.jpg,32719,47513,Apparel,Briefs,Facit Men Navy Blue Brief,validation,approved,
test_q144,data/images/32511.jpg,32511,31331,Footwear,Formal Shoes,Franco Leone Men Slip On Black Formal Shoes,test,approved,
val_q078,data/images/41276.jpg,41276,"41274,41278",Accessories,Wallets,Arrow Men Black Leather Wallet,validation,approved,
test_q145,data/images/25160.jpg,25160,25165,Accessories,Handbags,Lino Perros Women Leatherite Black Handbag,test,approved,
test_q146,data/images/48752.jpg,48752,"48747,48748,48749,48750,48751,48753",Accessories,Bangle,Lucera Women Silver Bangle,test,approved,
val_q079,data/images/37235.jpg,37235,36541,Accessories,Wallets,United Colors of Benetton Men Leather Black Wallet,validation,approved,
