product_id,image_path,filename,category
5575,images/5575.jpg,5575.jpg,Skirts
8583,images/8583.jpg,8583.jpg,Waistcoat
25854,images/25854.jpg,25854.jpg,Kurtis
34070,images/34070.jpg,34070.jpg,Flats
54090,images/54090.jpg,54090.jpg,Kurtis
53436,images/53436.jpg,53436.jpg,Sports Shoes
59733,images/59733.jpg,59733.jpg,Shapewear
48851,images/48851.jpg,48851.jpg,Pendant
55239,images/55239.jpg,55239.jpg,Foundation and Primer
22232,images/22232.jpg,22232.jpg,Shoe Accessories
4611,images/4611.jpg,4611.jpg,Waist Pouch
52031,images/52031.jpg,52031.jpg,Rain Jacket
48836,images/48836.jpg,48836.jpg,Pendant
57328,images/57328.jpg,57328.jpg,Bra
1915,images/1915.jpg,1915.jpg,Water Bottle
56135,images/56135.jpg,56135.jpg,Eyeshadow
23554,images/23554.jpg,23554.jpg,Perfume and Body Mist
25855,images/25855.jpg,25855.jpg,Kurtis
52469,images/52469.jpg,52469.jpg,Camisoles
57616,images/57616.jpg,57616.jpg,Sunscreen
45301,images/45301.jpg,45301.jpg,Free Gifts
31120,images/31120.jpg,31120.jpg,Tops
39160,images/39160.jpg,39160.jpg,Kurtas
55540,images/55540.jpg,55540.jpg,Eyeshadow
39039,images/39039.jpg,39039.jpg,Cufflinks
58544,images/58544.jpg,58544.jpg,Sunglasses
56096,images/56096.jpg,56096.jpg,Lip Gloss
33273,images/33273.jpg,33273.jpg,Leggings
57733,images/57733.jpg,57733.jpg,Lip Care
37204,images/37204.jpg,37204.jpg,Jumpsuit
4156,images/4156.jpg,4156.jpg,Sports Shoes
30829,images/30829.jpg,30829.jpg,Churidar
40690,images/40690.jpg,40690.jpg,Formal Shoes
1596,images/1596.jpg,1596.jpg,Water Bottle
28811,images/28811.jpg,28811.jpg,Jeans
58213,images/58213.jpg,58213.jpg,Patiala
19353,images/19353.jpg,19353.jpg,Casual Shoes
56144,images/56144.jpg,56144.jpg,Eyeshadow
11123,images/11123.jpg,11123.jpg,Laptop Bag
22409,images/22409.jpg,22409.jpg,Trousers
30735,images/30735.jpg,30735.jpg,Churidar
36747,images/36747.jpg,36747.jpg,Clothing Set
53743,images/53743.jpg,53743.jpg,Track Pants
55090,images/55090.jpg,55090.jpg,Face Moisturisers
29043,images/29043.jpg,29043.jpg,Tracksuits
55429,images/55429.jpg,55429.jpg,Lipstick
55827,images/55827.jpg,55827.jpg,Nightdress
58548,images/58548.jpg,58548.jpg,Ties and Cufflinks
59744,images/59744.jpg,59744.jpg,Nightdress
36263,images/36263.jpg,36263.jpg,Night suits
43070,images/43070.jpg,43070.jpg,Caps
30826,images/30826.jpg,30826.jpg,Churidar
54499,images/54499.jpg,54499.jpg,Handbags
31729,images/31729.jpg,31729.jpg,Blazers
55135,images/55135.jpg,55135.jpg,Nail Polish
54721,images/54721.jpg,54721.jpg,Kurta Sets
36042,images/36042.jpg,36042.jpg,Duffel Bag
23138,images/23138.jpg,23138.jpg,Sweatshirts
27813,images/27813.jpg,27813.jpg,Belts
31894,images/31894.jpg,31894.jpg,Stoles
36139,images/36139.jpg,36139.jpg,Sports Shoes
35027,images/35027.jpg,35027.jpg,Stoles
23608,images/23608.jpg,23608.jpg,Fragrance Gift Set
48704,images/48704.jpg,48704.jpg,Earrings
25172,images/25172.jpg,25172.jpg,Handbags
8426,images/8426.jpg,8426.jpg,Basketballs
42971,images/42971.jpg,42971.jpg,Swimwear
8915,images/8915.jpg,8915.jpg,Shoe Accessories
28218,images/28218.jpg,28218.jpg,Deodorant
50379,images/50379.jpg,50379.jpg,Salwar and Dupatta
46710,images/46710.jpg,46710.jpg,Perfume and Body Mist
11623,images/11623.jpg,11623.jpg,Kurtis
52519,images/52519.jpg,52519.jpg,Baby Dolls
30776,images/30776.jpg,30776.jpg,Kurtis
31887,images/31887.jpg,31887.jpg,Stoles
4008,images/4008.jpg,4008.jpg,Basketballs
3496,images/3496.jpg,3496.jpg,Sports Shoes
8427,images/8427.jpg,8427.jpg,Basketballs
55231,images/55231.jpg,55231.jpg,Foundation and Primer
54870,images/54870.jpg,54870.jpg,Necklace and Chains
55198,images/55198.jpg,55198.jpg,Makeup Remover
33981,images/33981.jpg,33981.jpg,Stockings
56425,images/56425.jpg,56425.jpg,Eyeshadow
59730,images/59730.jpg,59730.jpg,Shapewear
7115,images/7115.jpg,7115.jpg,Duffel Bag
52043,images/52043.jpg,52043.jpg,Rain Jacket
57770,images/57770.jpg,57770.jpg,Mask and Peel
43230,images/43230.jpg,43230.jpg,Key chain
9212,images/9212.jpg,9212.jpg,Sandals
2247,images/2247.jpg,2247.jpg,Swimwear
22306,images/22306.jpg,22306.jpg,Heels
55802,images/55802.jpg,55802.jpg,Night suits
57795,images/57795.jpg,57795.jpg,Face Wash and Cleanser
52474,images/52474.jpg,52474.jpg,Bath Robe
55352,images/55352.jpg,55352.jpg,Nail Essentials
52305,images/52305.jpg,52305.jpg,Necklace and Chains
2590,images/2590.jpg,2590.jpg,Capris
59777,images/59777.jpg,59777.jpg,Bracelet
53092,images/53092.jpg,53092.jpg,Necklace and Chains
56455,images/56455.jpg,56455.jpg,Nail Polish
50656,images/50656.jpg,50656.jpg,Lounge Shorts
52169,images/52169.jpg,52169.jpg,Ring
21425,images/21425.jpg,21425.jpg,Tops
34256,images/34256.jpg,34256.jpg,Tracksuits
56560,images/56560.jpg,56560.jpg,Lip Gloss
57034,images/57034.jpg,57034.jpg,Jumpsuit
24756,images/24756.jpg,24756.jpg,Sweaters
55136,images/55136.jpg,55136.jpg,Nail Polish
56585,images/56585.jpg,56585.jpg,Highlighter and Blush
58018,images/58018.jpg,58018.jpg,Earrings
48580,images/48580.jpg,48580.jpg,Bracelet
57623,images/57623.jpg,57623.jpg,Sunscreen
12145,images/12145.jpg,12145.jpg,Kurtis
59463,images/59463.jpg,59463.jpg,Ring
49744,images/49744.jpg,49744.jpg,Ties
44155,images/44155.jpg,44155.jpg,Fragrance Gift Set
6954,images/6954.jpg,6954.jpg,Tops
55263,images/55263.jpg,55263.jpg,Kajal and Eyeliner
34987,images/34987.jpg,34987.jpg,Sarees
32507,images/32507.jpg,32507.jpg,Sandals
24695,images/24695.jpg,24695.jpg,Sandals
33444,images/33444.jpg,33444.jpg,Handbags
52466,images/52466.jpg,52466.jpg,Camisoles
49033,images/49033.jpg,49033.jpg,Ring
47042,images/47042.jpg,47042.jpg,Salwar
45815,images/45815.jpg,45815.jpg,Heels
9769,images/9769.jpg,9769.jpg,Tracksuits
56178,images/56178.jpg,56178.jpg,Concealer
59571,images/59571.jpg,59571.jpg,Cufflinks
47069,images/47069.jpg,47069.jpg,Patiala
48596,images/48596.jpg,48596.jpg,Earrings
14615,images/14615.jpg,14615.jpg,Socks
55080,images/55080.jpg,55080.jpg,Compact
24869,images/24869.jpg,24869.jpg,Mufflers
48590,images/48590.jpg,48590.jpg,Earrings
59984,images/59984.jpg,59984.jpg,Dresses
48921,images/48921.jpg,48921.jpg,Ring
50484,images/50484.jpg,50484.jpg,Briefs
55334,images/55334.jpg,55334.jpg,Hair Colour
14619,images/14619.jpg,14619.jpg,Stockings
47074,images/47074.jpg,47074.jpg,Patiala
27410,images/27410.jpg,27410.jpg,Lounge Pants
25783,images/25783.jpg,25783.jpg,Suspenders
35796,images/35796.jpg,35796.jpg,Heels
55266,images/55266.jpg,55266.jpg,Kajal and Eyeliner
55519,images/55519.jpg,55519.jpg,Hair Colour
15768,images/15768.jpg,15768.jpg,Briefs
50382,images/50382.jpg,50382.jpg,Salwar and Dupatta
43310,images/43310.jpg,43310.jpg,Shorts
33196,images/33196.jpg,33196.jpg,Tunics
58921,images/58921.jpg,58921.jpg,Accessory Gift Set
55221,images/55221.jpg,55221.jpg,Lip Liner
55351,images/55351.jpg,55351.jpg,Nail Essentials
52021,images/52021.jpg,52021.jpg,Lounge Tshirts
58526,images/58526.jpg,58526.jpg,Rain Jacket
49075,images/49075.jpg,49075.jpg,Nail Polish
3910,images/3910.jpg,3910.jpg,Capris
1555,images/1555.jpg,1555.jpg,Water Bottle
20038,images/20038.jpg,20038.jpg,Stockings
43970,images/43970.jpg,43970.jpg,Perfume and Body Mist
55074,images/55074.jpg,55074.jpg,Kajal and Eyeliner
18440,images/18440.jpg,18440.jpg,Laptop Bag
53702,images/53702.jpg,53702.jpg,Handbags
47583,images/47583.jpg,47583.jpg,Flats
45384,images/45384.jpg,45384.jpg,Flats
29057,images/29057.jpg,29057.jpg,Tracksuits
40427,images/40427.jpg,40427.jpg,Jumpsuit
37575,images/37575.jpg,37575.jpg,Booties
16164,images/16164.jpg,16164.jpg,Sandals
34275,images/34275.jpg,34275.jpg,Dupatta
57875,images/57875.jpg,57875.jpg,Makeup Remover
57608,images/57608.jpg,57608.jpg,Toner
23560,images/23560.jpg,23560.jpg,Deodorant
27845,images/27845.jpg,27845.jpg,Blazers
55337,images/55337.jpg,55337.jpg,Toner
49495,images/49495.jpg,49495.jpg,Casual Shoes
11031,images/11031.jpg,11031.jpg,Tops
22323,images/22323.jpg,22323.jpg,Jackets
8863,images/8863.jpg,8863.jpg,Shirts
43074,images/43074.jpg,43074.jpg,Capris
19926,images/19926.jpg,19926.jpg,Accessory Gift Set
57889,images/57889.jpg,57889.jpg,Face Serum and Gel
12450,images/12450.jpg,12450.jpg,Shoe Accessories
53617,images/53617.jpg,53617.jpg,Free Gifts
23620,images/23620.jpg,23620.jpg,Fragrance Gift Set
12853,images/12853.jpg,12853.jpg,Formal Shoes
4007,images/4007.jpg,4007.jpg,Basketballs
56202,images/56202.jpg,56202.jpg,Pendant
59537,images/59537.jpg,59537.jpg,Earrings
51092,images/51092.jpg,51092.jpg,Free Gifts
36450,images/36450.jpg,36450.jpg,Sports Shoes
56549,images/56549.jpg,56549.jpg,Lip Liner
14598,images/14598.jpg,14598.jpg,Stockings
27385,images/27385.jpg,27385.jpg,Night suits
56097,images/56097.jpg,56097.jpg,Lip Gloss
28250,images/28250.jpg,28250.jpg,Deodorant
43844,images/43844.jpg,43844.jpg,Earrings
57755,images/57755.jpg,57755.jpg,Face Wash and Cleanser
57736,images/57736.jpg,57736.jpg,Lip Care
56566,images/56566.jpg,56566.jpg,Lip Care
1627,images/1627.jpg,1627.jpg,Footballs
23599,images/23599.jpg,23599.jpg,Fragrance Gift Set
43526,images/43526.jpg,43526.jpg,Leggings
16807,images/16807.jpg,16807.jpg,Shirts
45086,images/45086.jpg,45086.jpg,Night suits
56365,images/56365.jpg,56365.jpg,Mens Grooming Kit
30650,images/30650.jpg,30650.jpg,Tshirts
42064,images/42064.jpg,42064.jpg,Trolley Bag
30726,images/30726.jpg,30726.jpg,Lehenga Choli
30287,images/30287.jpg,30287.jpg,Sunglasses
44153,images/44153.jpg,44153.jpg,Fragrance Gift Set
36208,images/36208.jpg,36208.jpg,Jackets
25373,images/25373.jpg,25373.jpg,Innerwear Vests
30557,images/30557.jpg,30557.jpg,Sunglasses
58108,images/58108.jpg,58108.jpg,Earrings
27181,images/27181.jpg,27181.jpg,Trousers
33362,images/33362.jpg,33362.jpg,Wallets
11286,images/11286.jpg,11286.jpg,Jeans
48859,images/48859.jpg,48859.jpg,Pendant
5224,images/5224.jpg,5224.jpg,Messenger Bag
54704,images/54704.jpg,54704.jpg,Kurta Sets
55119,images/55119.jpg,55119.jpg,Beauty Accessory
49246,images/49246.jpg,49246.jpg,Caps
31828,images/31828.jpg,31828.jpg,Free Gifts
56099,images/56099.jpg,56099.jpg,Lip Gloss
59502,images/59502.jpg,59502.jpg,Pendant
27731,images/27731.jpg,27731.jpg,Handbags
46659,images/46659.jpg,46659.jpg,Deodorant
46733,images/46733.jpg,46733.jpg,Capris
57759,images/57759.jpg,57759.jpg,Face Wash and Cleanser
56139,images/56139.jpg,56139.jpg,Eyeshadow
55517,images/55517.jpg,55517.jpg,Hair Colour
56037,images/56037.jpg,56037.jpg,Lipstick
55397,images/55397.jpg,55397.jpg,Mascara
56544,images/56544.jpg,56544.jpg,Mascara
49104,images/49104.jpg,49104.jpg,Lip Plumper
49972,images/49972.jpg,49972.jpg,Innerwear Vests
8494,images/8494.jpg,8494.jpg,Skirts
26675,images/26675.jpg,26675.jpg,Flip Flops
57687,images/57687.jpg,57687.jpg,Body Lotion
31733,images/31733.jpg,31733.jpg,Blazers
53555,images/53555.jpg,53555.jpg,Boxers
25137,images/25137.jpg,25137.jpg,Clutches
14889,images/14889.jpg,14889.jpg,Travel Accessory
25763,images/25763.jpg,25763.jpg,Suspenders
39517,images/39517.jpg,39517.jpg,Laptop Bag
56170,images/56170.jpg,56170.jpg,Kajal and Eyeliner
41254,images/41254.jpg,41254.jpg,Belts
36285,images/36285.jpg,36285.jpg,Night suits
32072,images/32072.jpg,32072.jpg,Lounge Shorts
50428,images/50428.jpg,50428.jpg,Messenger Bag
30923,images/30923.jpg,30923.jpg,Skirts
46126,images/46126.jpg,46126.jpg,Necklace and Chains
24769,images/24769.jpg,24769.jpg,Flip Flops
57887,images/57887.jpg,57887.jpg,Mask and Peel
57591,images/57591.jpg,57591.jpg,Lipstick
15082,images/15082.jpg,15082.jpg,Kurtis
52443,images/52443.jpg,52443.jpg,Nightdress
1638,images/1638.jpg,1638.jpg,Swimwear
50936,images/50936.jpg,50936.jpg,Innerwear Vests
24291,images/24291.jpg,24291.jpg,Sweatshirts
56076,images/56076.jpg,56076.jpg,Lip Liner
25401,images/25401.jpg,25401.jpg,Mufflers
6838,images/6838.jpg,6838.jpg,Shoe Accessories
26321,images/26321.jpg,26321.jpg,Tracksuits
51976,images/51976.jpg,51976.jpg,Lounge Pants
42611,images/42611.jpg,42611.jpg,Jewellery Set
5225,images/5225.jpg,5225.jpg,Waist Pouch
11175,images/11175.jpg,11175.jpg,Sweaters
41908,images/41908.jpg,41908.jpg,Fragrance Gift Set
42409,images/42409.jpg,42409.jpg,Briefs
57683,images/57683.jpg,57683.jpg,Body Lotion
8483,images/8483.jpg,8483.jpg,Dresses
4601,images/4601.jpg,4601.jpg,Rucksacks
30827,images/30827.jpg,30827.jpg,Churidar
5260,images/5260.jpg,5260.jpg,Messenger Bag
54558,images/54558.jpg,54558.jpg,Tunics
55192,images/55192.jpg,55192.jpg,Nail Polish
57818,images/57818.jpg,57818.jpg,Tops
59973,images/59973.jpg,59973.jpg,Dresses
58220,images/58220.jpg,58220.jpg,Patiala
19236,images/19236.jpg,19236.jpg,Scarves
26323,images/26323.jpg,26323.jpg,Tracksuits
6834,images/6834.jpg,6834.jpg,Shoe Accessories
43154,images/43154.jpg,43154.jpg,Watches
25779,images/25779.jpg,25779.jpg,Suspenders
22738,images/22738.jpg,22738.jpg,Backpacks
53085,images/53085.jpg,53085.jpg,Necklace and Chains
50650,images/50650.jpg,50650.jpg,Lounge Pants
39043,images/39043.jpg,39043.jpg,Cufflinks
3474,images/3474.jpg,3474.jpg,Backpacks
48493,images/48493.jpg,48493.jpg,Skirts
56571,images/56571.jpg,56571.jpg,Foundation and Primer
30730,images/30730.jpg,30730.jpg,Salwar
9912,images/9912.jpg,9912.jpg,Duffel Bag
43559,images/43559.jpg,43559.jpg,Socks
58216,images/58216.jpg,58216.jpg,Patiala
19327,images/19327.jpg,19327.jpg,Sweatshirts
18353,images/18353.jpg,18353.jpg,Socks
59942,images/59942.jpg,59942.jpg,Casual Shoes
19129,images/19129.jpg,19129.jpg,Flip Flops
57874,images/57874.jpg,57874.jpg,Body Lotion
17642,images/17642.jpg,17642.jpg,Headband
55394,images/55394.jpg,55394.jpg,Makeup Remover
55477,images/55477.jpg,55477.jpg,Lip Liner
46029,images/46029.jpg,46029.jpg,Pendant
56546,images/56546.jpg,56546.jpg,Makeup Remover
19441,images/19441.jpg,19441.jpg,Gloves
52366,images/52366.jpg,52366.jpg,Nightdress
16073,images/16073.jpg,16073.jpg,Laptop Bag
55230,images/55230.jpg,55230.jpg,Foundation and Primer
15795,images/15795.jpg,15795.jpg,Briefs
30822,images/30822.jpg,30822.jpg,Churidar
38154,images/38154.jpg,38154.jpg,Jackets
28114,images/28114.jpg,28114.jpg,Trunk
36752,images/36752.jpg,36752.jpg,Clothing Set
24870,images/24870.jpg,24870.jpg,Mufflers
57749,images/57749.jpg,57749.jpg,Foundation and Primer
46934,images/46934.jpg,46934.jpg,Perfume and Body Mist
52801,images/52801.jpg,52801.jpg,Wallets
17668,images/17668.jpg,17668.jpg,Flats
32523,images/32523.jpg,32523.jpg,Fragrance Gift Set
37562,images/37562.jpg,37562.jpg,Rompers
57774,images/57774.jpg,57774.jpg,Mask and Peel
58325,images/58325.jpg,58325.jpg,Flip Flops
48933,images/48933.jpg,48933.jpg,Ring
44253,images/44253.jpg,44253.jpg,Wallets
31889,images/31889.jpg,31889.jpg,Stoles
47073,images/47073.jpg,47073.jpg,Patiala
8449,images/8449.jpg,8449.jpg,Tops
43679,images/43679.jpg,43679.jpg,Jumpsuit
53101,images/53101.jpg,53101.jpg,Earrings
36941,images/36941.jpg,36941.jpg,Watches
56225,images/56225.jpg,56225.jpg,Night suits
56499,images/56499.jpg,56499.jpg,Nail Polish
16937,images/16937.jpg,16937.jpg,Free Gifts
25050,images/25050.jpg,25050.jpg,Accessory Gift Set
14934,images/14934.jpg,14934.jpg,Shorts
54621,images/54621.jpg,54621.jpg,Watches
18572,images/18572.jpg,18572.jpg,Sweaters
26862,images/26862.jpg,26862.jpg,Waistcoat
52434,images/52434.jpg,52434.jpg,Nightdress
29084,images/29084.jpg,29084.jpg,Wallets
31888,images/31888.jpg,31888.jpg,Stoles
57065,images/57065.jpg,57065.jpg,Tops
14595,images/14595.jpg,14595.jpg,Stockings
56542,images/56542.jpg,56542.jpg,Mascara
1558,images/1558.jpg,1558.jpg,Water Bottle
57754,images/57754.jpg,57754.jpg,Face Wash and Cleanser
50386,images/50386.jpg,50386.jpg,Salwar and Dupatta
35035,images/35035.jpg,35035.jpg,Churidar
59851,images/59851.jpg,59851.jpg,Face Serum and Gel
9946,images/9946.jpg,9946.jpg,Sweaters
10804,images/10804.jpg,10804.jpg,Flip Flops
39121,images/39121.jpg,39121.jpg,Leggings
59731,images/59731.jpg,59731.jpg,Shapewear
12745,images/12745.jpg,12745.jpg,Messenger Bag
39720,images/39720.jpg,39720.jpg,Jumpsuit
15928,images/15928.jpg,15928.jpg,Travel Accessory
33777,images/33777.jpg,33777.jpg,Socks
44791,images/44791.jpg,44791.jpg,Boxers
57803,images/57803.jpg,57803.jpg,Highlighter and Blush
55533,images/55533.jpg,55533.jpg,Face Wash and Cleanser
57766,images/57766.jpg,57766.jpg,Face Scrub and Exfoliator
57782,images/57782.jpg,57782.jpg,Face Moisturisers
21691,images/21691.jpg,21691.jpg,Watches
48992,images/48992.jpg,48992.jpg,Ring
33508,images/33508.jpg,33508.jpg,Skirts
12781,images/12781.jpg,12781.jpg,Kurta Sets
55326,images/55326.jpg,55326.jpg,Hair Colour
40641,images/40641.jpg,40641.jpg,Kurtas
52354,images/52354.jpg,52354.jpg,Nightdress
49102,images/49102.jpg,49102.jpg,Lip Plumper
23106,images/23106.jpg,23106.jpg,Accessory Gift Set
54699,images/54699.jpg,54699.jpg,Kurtas
17951,images/17951.jpg,17951.jpg,Caps
57786,images/57786.jpg,57786.jpg,Compact
18002,images/18002.jpg,18002.jpg,Capris
50466,images/50466.jpg,50466.jpg,Trunk
22553,images/22553.jpg,22553.jpg,Deodorant
22233,images/22233.jpg,22233.jpg,Shoe Accessories
50034,images/50034.jpg,50034.jpg,Lounge Pants
1528,images/1528.jpg,1528.jpg,Jackets
34148,images/34148.jpg,34148.jpg,Skirts
17375,images/17375.jpg,17375.jpg,Accessory Gift Set
57798,images/57798.jpg,57798.jpg,Face Wash and Cleanser
58858,images/58858.jpg,58858.jpg,Cufflinks
57691,images/57691.jpg,57691.jpg,Face Moisturisers
57121,images/57121.jpg,57121.jpg,Tops
6546,images/6546.jpg,6546.jpg,Backpacks
35217,images/35217.jpg,35217.jpg,Duffel Bag
52379,images/52379.jpg,52379.jpg,Nightdress
18176,images/18176.jpg,18176.jpg,Sweatshirts
55289,images/55289.jpg,55289.jpg,Highlighter and Blush
52029,images/52029.jpg,52029.jpg,Rain Jacket
56086,images/56086.jpg,56086.jpg,Lip Gloss
47052,images/47052.jpg,47052.jpg,Salwar
57615,images/57615.jpg,57615.jpg,Sunscreen
26807,images/26807.jpg,26807.jpg,Trousers
52345,images/52345.jpg,52345.jpg,Nightdress
56583,images/56583.jpg,56583.jpg,Highlighter and Blush
33228,images/33228.jpg,33228.jpg,Laptop Bag
18679,images/18679.jpg,18679.jpg,Trunk
56187,images/56187.jpg,56187.jpg,Compact
52499,images/52499.jpg,52499.jpg,Baby Dolls
46057,images/46057.jpg,46057.jpg,Bracelet
23212,images/23212.jpg,23212.jpg,Kurtis
55622,images/55622.jpg,55622.jpg,Formal Shoes
27846,images/27846.jpg,27846.jpg,Blazers
42980,images/42980.jpg,42980.jpg,Boxers
43652,images/43652.jpg,43652.jpg,Dresses
29862,images/29862.jpg,29862.jpg,Sunglasses
51331,images/51331.jpg,51331.jpg,Rain Jacket
18541,images/18541.jpg,18541.jpg,Flats
17367,images/17367.jpg,17367.jpg,Accessory Gift Set
49307,images/49307.jpg,49307.jpg,Socks
46468,images/46468.jpg,46468.jpg,Watches
47054,images/47054.jpg,47054.jpg,Salwar
21379,images/21379.jpg,21379.jpg,Track Pants
1580,images/1580.jpg,1580.jpg,Swimwear
11140,images/11140.jpg,11140.jpg,Scarves
57675,images/57675.jpg,57675.jpg,Face Moisturisers
48122,images/48122.jpg,48122.jpg,Belts
32545,images/32545.jpg,32545.jpg,Perfume and Body Mist
24442,images/24442.jpg,24442.jpg,Innerwear Vests
6697,images/6697.jpg,6697.jpg,Socks
29895,images/29895.jpg,29895.jpg,Sunglasses
42004,images/42004.jpg,42004.jpg,Capris
57791,images/57791.jpg,57791.jpg,Compact
36056,images/36056.jpg,36056.jpg,Messenger Bag
48888,images/48888.jpg,48888.jpg,Pendant
49148,images/49148.jpg,49148.jpg,Lip Liner
